path,tick,conductance
4,31,0.12440460520051015
4,32,0.13236802535541234
4,33,0.12423029860869403
4,34,0.13195228721684782
4,35,0.10600202552776603
4,36,0.11052678294897937
4,37,0.12166876294361051
4,38,0.11784604966010004
4,39,0.10711138176111125
4,40,0.11785969987892064
4,41,0.12452167257412267
4,42,0.10310979481110333
4,43,0.10808541200397417
4,44,0.11348276263268961
4,45,0.11206435478324539
4,46,0.11067784346527489
4,47,0.10992495669641163
4,48,0.09473746601758475
4,49,0.1020841912225867
4,50,0.07643118829691999
4,51,0.0852217014497878
4,52,0.09125043055804091
4,53,0.0835273987003146
4,54,0.07659762695461564
4,55,0.07514463643055244
4,56,0.07580034532182754
4,57,0.07728346457441294
4,58,0.06584553726235197
4,59,0.05394820242165027
4,60,0.06213451631102819
4,61,0.06128262870401631
4,62,0.06828436165161317
4,63,0.061120582129998484
4,64,0.04651227230248545
4,65,0.03475748315525677
4,66,0.04684774260730075
4,67,0.041816339765277315
4,68,0.04800320128917006
4,69,0.048354346666705905
4,70,0.03694116610209715
4,71,0.049815165511353926
4,72,0.047272430553337914
4,73,0.05594057538866348
4,74,0.03808332250030924
4,75,0.04809353319721901
4,76,0.04278911737890119
4,77,0.047491371397422225
4,78,0.03242862293528707
4,79,0.04209516659117574
4,80,0.037353414260442634
4,81,0.0336440300676792
4,82,0.04443788286711163
4,83,0.04952035202444329
4,84,0.04911335718723159
4,85,0.047129882793038196
4,86,0.0289922996261694
4,87,0.039720305183938875
4,88,0.04279279422597
4,89,0.044989376686479225
4,90,0.0439556245815959
4,91,0.03543061736385185
4,92,0.0406847753704664
4,93,0.03916067822225358
4,94,0.021343591783993407
4,95,0.02761498274200239
4,96,0.03377473695478619
4,97,0.03169782451008863
4,98,0.03384479064786331
4,99,0.036416611249516756
5,0,0.5
5,1,0.4762922224220273
5,2,0.4415596405355361
5,3,0.4126915633219853
5,4,0.40055047332886046
5,5,0.3562768145205878
5,6,0.3344209840000136
5,7,0.32274050934785053
5,8,0.2949721207854453
5,9,0.26076279442593264
5,10,0.25172026523811514
5,11,0.2537336006927626
5,12,0.2300736911385716
5,13,0.21281669147955637
5,14,0.19114873907613045
5,15,0.16869195758113542
5,16,0.15305339551431305
5,17,0.15947412804443836
5,18,0.16177102629107526
5,19,0.15802405620721488
5,20,0.16107878246137006
5,21,0.1468923132097514
5,22,0.15172506357221122
5,23,0.1538015250641419
5,24,0.15677581543301827
5,25,0.15456925221349951
5,26,0.15817954215658434
5,27,0.14661057816946593
5,28,0.1470412633812594
5,29,0.1423296556122016
5,30,0.13332135909273116
5,31,0.11987727016623832
5,32,0.11717538313695239
5,33,0.12478556301413538
5,34,0.10906976822848684
5,35,0.10963592413708681
5,36,0.11823323641254335
5,37,0.11123921343122231
5,38,0.11576655842575735
5,39,0.10220684652064055
5,40,0.10997059121755032
5,41,0.09673655619893368
5,42,0.08189095743138695
5,43,0.08808854793990063
5,44,0.08926568995523766
5,45,0.0719038800871284
5,46,0.0854328140934412
5,47,0.08839160280990711
5,48,0.07825232039814134
5,49,0.09591180533686644
5,50,0.09678373595620121
5,51,0.08355418985547158
5,52,0.08521869181113878
5,53,0.06531635777446061
5,54,0.07228019123035138
5,55,0.06001586297607389
5,56,0.06324039923403348
5,57,0.06303975094236441
5,58,0.047490221525153434
5,59,0.04187167558539992
5,60,0.06941563567208867
5,61,0.07373793656085335
5,62,0.06600160596966621
5,63,0.05623416995526976
5,64,0.05394754465865895
5,65,0.04461874191749087
5,66,0.038465651948184444
5,67,0.04961185899797676
5,68,0.047162818243802494
5,69,0.04734203153687725
5,70,0.05404497058664692
5,71,0.05371754398978648
5,72,0.045165664394764105
5,73,0.04246765921864118
5,74,0.0371642754725911
5,75,0.043619815802870915
5,76,0.028144721587794422
5,77,0.03406291577420598
5,78,0.0314540880962439
5,79,0.03280660434012421
5,80,0.010877938839991375
5,81,0.020688420653610533
5,82,0.0
5,83,0.010094070805590723
5,84,0.0221679238268399
5,85,0.021444462017956665
5,86,0.024067429575341547
5,87,0.017648592736584152
5,88,0.028616991805388205
5,89,0.009018955754836907
5,90,0.006880352918186891
5,91,0.00036280628397080544
5,92,0.011581186151157311
5,93,0.0
5,94,0.0013925075316918406
5,95,0.0
5,96,0.008454039040179722
5,97,0.0
5,98,0.01035481717148621
5,99,0.0010698385855135127
