velocity_mps,snr_dB,cdf
0.0,4.472361809045227,0.0
0.0,4.673366834170855,0.0
0.0,4.874371859296483,0.0
0.0,5.075376884422111,0.0
0.0,5.276381909547739,0.0
0.0,5.477386934673367,0.0
0.0,5.678391959798995,0.0
0.0,5.8793969849246235,0.0
0.0,6.080402010050253,0.0
0.0,6.2814070351758815,0.0
0.0,6.48241206030151,0.0004
0.0,6.683417085427138,0.0008
0.0,6.884422110552766,0.0016
0.0,7.085427135678394,0.0026
0.0,7.286432160804022,0.0042
0.0,7.48743718592965,0.0058
0.0,7.688442211055278,0.0076
0.0,7.8894472361809065,0.0102
0.0,8.090452261306535,0.0132
0.0,8.291457286432163,0.0164
0.0,8.49246231155779,0.0206
0.0,8.693467336683419,0.0266
0.0,8.894472361809047,0.035
0.0,9.095477386934675,0.0468
0.0,9.296482412060303,0.0608
0.0,9.497487437185931,0.078
0.0,9.69849246231156,0.0946
0.0,9.899497487437188,0.115
0.0,10.100502512562816,0.1368
0.0,10.301507537688444,0.1618
0.0,10.502512562814072,0.1892
0.0,10.7035175879397,0.218
0.0,10.904522613065328,0.2524
0.0,11.105527638190956,0.2956
0.0,11.306532663316585,0.3368
0.0,11.507537688442213,0.3788
0.0,11.70854271356784,0.421
0.0,11.909547738693469,0.4638
0.0,12.110552763819097,0.5146
0.0,12.311557788944725,0.557
0.0,12.512562814070353,0.604
0.0,12.713567839195981,0.647
0.0,12.91457286432161,0.6882
0.0,13.115577889447238,0.7254
0.0,13.316582914572866,0.7594
0.0,13.517587939698494,0.798
0.0,13.718592964824122,0.8244
0.0,13.91959798994975,0.8564
0.0,14.120603015075378,0.878
0.0,14.321608040201006,0.8988
0.0,14.522613065326635,0.9198
0.0,14.723618090452263,0.9384
0.0,14.92462311557789,0.9516
0.0,15.125628140703519,0.9598
0.0,15.326633165829147,0.9704
0.0,15.527638190954775,0.979
0.0,15.728643216080403,0.984
0.0,15.929648241206031,0.9878
0.0,16.13065326633166,0.9906
0.0,16.331658291457288,0.993
0.0,16.532663316582916,0.9942
0.0,16.733668341708544,0.9952
0.0,16.934673366834172,0.9968
0.0,17.1356783919598,0.9976
0.0,17.33668341708543,0.9984
0.0,17.537688442211056,0.999
0.0,17.738693467336685,0.9994
0.0,17.939698492462313,0.9998
0.0,18.14070351758794,1.0
0.0,18.34170854271357,1.0
0.0,18.542713567839197,1.0
0.0,18.743718592964825,1.0
0.0,18.944723618090453,1.0
0.0,19.14572864321608,1.0
0.0,19.34673366834171,1.0
0.0,19.547738693467338,1.0
0.0,19.748743718592966,1.0
0.0,19.949748743718594,1.0
0.0,20.150753768844222,1.0
0.0,20.35175879396985,1.0
0.0,20.55276381909548,1.0
0.0,20.753768844221106,1.0
0.0,20.954773869346734,1.0
0.0,21.155778894472363,1.0
0.0,21.35678391959799,1.0
0.0,21.55778894472362,1.0
0.0,21.758793969849247,1.0
0.0,21.959798994974875,1.0
0.0,22.160804020100507,1.0
0.0,22.36180904522613,1.0
0.0,22.562814070351763,1.0
0.0,22.763819095477388,1.0
0.0,22.96482412060302,1.0
0.0,23.165829145728644,1.0
0.0,23.366834170854275,1.0
0.0,23.5678391959799,1.0
0.0,23.76884422110553,1.0
0.0,23.969849246231156,1.0
0.0,24.170854271356788,1.0
0.0,24.371859296482413,1.0
0.0,24.572864321608044,1.0
0.0,24.77386934673367,1.0
0.0,24.9748743718593,1.0
0.0,25.175879396984925,1.0
0.0,25.376884422110557,1.0
0.0,25.57788944723618,1.0
0.0,25.778894472361813,1.0
0.0,25.979899497487438,1.0
0.0,26.18090452261307,1.0
0.0,26.381909547738694,1.0
0.0,26.582914572864325,1.0
0.0,26.78391959798995,1.0
0.0,26.98492462311558,1.0
0.0,27.185929648241206,1.0
0.0,27.386934673366838,1.0
0.0,27.587939698492463,1.0
0.0,27.788944723618094,1.0
0.0,27.98994974874372,1.0
0.0,28.19095477386935,1.0
0.0,28.391959798994975,1.0
0.0,28.592964824120607,1.0
0.0,28.79396984924623,1.0
0.0,28.994974874371863,1.0
0.0,29.195979899497488,1.0
0.0,29.39698492462312,1.0
0.0,29.597989949748744,1.0
0.0,29.798994974874375,1.0
0.0,30.0,1.0
1.0,-10.0,0.0
1.0,-9.798994974874372,0.0
1.0,-9.597989949748744,0.0
1.0,-9.396984924623116,0.0
1.0,-9.195979899497488,0.0
1.0,-8.99497487437186,0.0
1.0,-8.793969849246231,0.0
1.0,-8.592964824120603,0.0
1.0,-8.391959798994975,0.0
1.0,-8.190954773869347,0.0
1.0,-7.989949748743719,0.0
1.0,-7.788944723618091,0.0
1.0,-7.5879396984924625,0.0
1.0,-7.386934673366834,0.0
1.0,-7.185929648241206,0.0
1.0,-6.984924623115578,0.0
1.0,-6.78391959798995,0.0
1.0,-6.582914572864322,0.0
1.0,-6.381909547738694,0.0
1.0,-6.180904522613066,0.0
1.0,-5.979899497487437,0.0
1.0,-5.7788944723618085,0.0
1.0,-5.57788944723618,0.0
1.0,-5.376884422110552,0.0
1.0,-5.175879396984924,0.0
1.0,-4.974874371859296,0.0
1.0,-4.773869346733668,0.0
1.0,-4.57286432160804,0.0
1.0,-4.371859296482412,0.0
1.0,-4.1708542713567835,0.0
1.0,-3.9698492462311554,0.0
1.0,-3.7688442211055273,0.0
1.0,-3.567839195979899,0.0
1.0,-3.366834170854271,0.0
1.0,-3.165829145728643,0.0
1.0,-2.964824120603015,0.0
1.0,-2.7638190954773867,0.0
1.0,-2.5628140703517586,0.0
1.0,-2.3618090452261304,0.0
1.0,-2.1608040201005023,0.0
1.0,-1.9597989949748733,0.0
1.0,-1.7587939698492452,0.0
1.0,-1.557788944723617,0.0
1.0,-1.356783919597989,0.0
1.0,-1.1557788944723608,0.0
1.0,-0.9547738693467327,0.0
1.0,-0.7537688442211046,0.0
1.0,-0.5527638190954764,0.0
1.0,-0.3517587939698483,0.0
1.0,-0.1507537688442202,0.0
1.0,0.05025125628140792,0.0
1.0,0.25125628140703604,0.0
1.0,0.45226130653266416,0.0
1.0,0.6532663316582923,0.0
1.0,0.8542713567839204,0.0
1.0,1.0552763819095485,0.0
1.0,1.2562814070351767,0.0
1.0,1.4572864321608048,0.0
1.0,1.658291457286433,0.0
1.0,1.859296482412061,0.0
1.0,2.060301507537689,0.0002
1.0,2.2613065326633173,0.0004
1.0,2.4623115577889454,0.0006
1.0,2.6633165829145735,0.0008
1.0,2.8643216080402016,0.0016
1.0,3.0653266331658298,0.0016
1.0,3.266331658291458,0.0016
1.0,3.467336683417086,0.0018
1.0,3.668341708542714,0.0028
1.0,3.8693467336683423,0.0036
1.0,4.07035175879397,0.0046
1.0,4.2713567839195985,0.0056
1.0,4.472361809045227,0.0064
1.0,4.673366834170855,0.0084
1.0,4.874371859296483,0.0094
1.0,5.075376884422111,0.011
1.0,5.276381909547739,0.0136
1.0,5.477386934673367,0.0168
1.0,5.678391959798995,0.0204
1.0,5.8793969849246235,0.0222
1.0,6.080402010050253,0.0248
1.0,6.2814070351758815,0.0302
1.0,6.48241206030151,0.036
1.0,6.683417085427138,0.0402
1.0,6.884422110552766,0.0478
1.0,7.085427135678394,0.0546
1.0,7.286432160804022,0.0612
1.0,7.48743718592965,0.07
1.0,7.688442211055278,0.0798
1.0,7.8894472361809065,0.0884
1.0,8.090452261306535,0.0986
1.0,8.291457286432163,0.1064
1.0,8.49246231155779,0.123
1.0,8.693467336683419,0.1404
1.0,8.894472361809047,0.1582
1.0,9.095477386934675,0.1734
1.0,9.296482412060303,0.1902
1.0,9.497487437185931,0.21
1.0,9.69849246231156,0.2284
1.0,9.899497487437188,0.2492
1.0,10.100502512562816,0.2728
1.0,10.301507537688444,0.292
1.0,10.502512562814072,0.3106
1.0,10.7035175879397,0.3364
1.0,10.904522613065328,0.3534
1.0,11.105527638190956,0.3788
1.0,11.306532663316585,0.406
1.0,11.507537688442213,0.4336
1.0,11.70854271356784,0.4572
1.0,11.909547738693469,0.4872
1.0,12.110552763819097,0.5114
1.0,12.311557788944725,0.537
1.0,12.512562814070353,0.5664
1.0,12.713567839195981,0.5898
1.0,12.91457286432161,0.616
1.0,13.115577889447238,0.6408
1.0,13.316582914572866,0.6658
1.0,13.517587939698494,0.6888
1.0,13.718592964824122,0.711
1.0,13.91959798994975,0.732
1.0,14.120603015075378,0.7538
1.0,14.321608040201006,0.7738
1.0,14.522613065326635,0.7912
1.0,14.723618090452263,0.811
1.0,14.92462311557789,0.829
1.0,15.125628140703519,0.8458
1.0,15.326633165829147,0.8594
1.0,15.527638190954775,0.8742
1.0,15.728643216080403,0.887
1.0,15.929648241206031,0.9008
1.0,16.13065326633166,0.9094
1.0,16.331658291457288,0.9194
1.0,16.532663316582916,0.9278
1.0,16.733668341708544,0.9358
1.0,16.934673366834172,0.9426
1.0,17.1356783919598,0.9494
1.0,17.33668341708543,0.9562
1.0,17.537688442211056,0.962
1.0,17.738693467336685,0.9668
1.0,17.939698492462313,0.9708
1.0,18.14070351758794,0.9756
